#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column double[] Time Gamma
#column double[] Energy Gamma
#column double[] Id Gamma
#column double[] Time Neutron
#column double[] Energy Neutron
#column double[] Id Neutron
1.90103e-10;2.06676e-10;2.22749e-10,0.0813213;0.0583725;0.0370335,3;3;3,1.82764e-09,2.22777,1
1.51859e-10;1.68075e-10;2.53759e-10;3.00226e-10;3.85815e-10,0.055941;0.333242;0.0427135;0.0157312;0.0355679,1;1;1;1;1,2.06526e-09,1.11096,0
1.68832e-10;2.20024e-10;2.3415e-10;2.99334e-10,0.0608436;0.0292793;0.0296208;0.0149017,1;1;1;1,8.30101e-09;8.64294e-09;1.38949e-08;1.42238e-08,0.159422;0.0258198;0.00288908;0.00129406,0;0;0;0
5.90055e-10;1.72332e-10,0.00805302;0.168419,0;1,5.05436e-09,0.0681613,1
1.63831e-10,0.0182532,0,2.52274e-09;7.19383e-09;7.54347e-09;8.73497e-09;1.14322e-08;1.16562e-08;1.31929e-08;1.33127e-08;1.5402e-08,1.02264;0.161906;0.0331509;0.0441297;0.0448447;0.00412719;0.00849643;0.00151102;0.00735797,0;3;3;3;3;3;3;3;3
,,,5.94461e-09;7.76783e-09;8.89913e-09;1.27065e-08;1.62849e-08;2.31463e-08;3.45443e-08;3.58102e-08;4.41874e-09;5.6656e-09;7.87973e-09;7.94552e-09;8.26023e-09;1.32116e-08;1.4881e-08;1.51289e-08;4.43802e-09;5.24091e-09;6.34044e-09;6.90461e-09;7.00076e-09,0.297113;0.130629;0.136178;0.000797326;0.0302366;0.00221344;0.00393355;0.0001864;0.265116;0.0187505;0.00871834;0.063602;0.0204375;0.0496473;0.0291505;0.00453634;0.436105;0.110602;0.0682671;0.2726;0.0439879,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3
,,,3.97974e-09;6.27353e-09;8.60534e-09,0.848309;0.00185304;0.00617946,0;0;0
,,,4.41299e-08;4.45438e-08;1.58352e-09;3.42324e-09;4.11603e-09,0.0372398;0.00549629;3.37725;1.15759;0.158498,0;0;1;1;1
,,,5.43861e-09;5.52157e-09;8.2593e-09,0.884912;0.0318554;0.0145089,3;3;3
1.54886e-10;2.4165e-10;1.68337e-10;5.69577e-10,1.65048;0.364924;0.661214;0.00839185,0;0;1;2,,,
1.6429e-10,0.0237442,0,,,
1.51654e-10;2.21363e-10;2.40186e-10;1.94377e-10,0.557529;0.0570352;0.00590153;0.0995816,0;0;0;2,,,
,,,3.63223e-09,0.224138,1
1.87593e-10,0.244956,2,2.05266e-09;3.82342e-09;5.18425e-09,1.51619;0.972198;0.0367883,0;1;1
1.70581e-10,0.0190535,0,3.84504e-09,0.840779,1
1.49453e-10;1.83627e-10;1.84682e-10,0.179918;0.133137;0.438248,0;1;2,,,
1.63485e-10,0.186729,0,,,
,,,5.87344e-09,0.0148391,1
,,,2.46416e-09;6.84272e-09,1.29489;0.248724,0;0
,,,7.46665e-09;8.21797e-09;1.3124e-08;1.67248e-08;1.95784e-08;8.51372e-08;9.29756e-08,0.204576;0.00366929;0.0103069;0.000402319;0.000328069;0.000146599;5.70624e-05,0;0;0;0;0;0;0
1.67435e-10;1.95486e-10;1.97129e-10;2.22075e-10,0.0215408;0.0490717;0.0185476;0.0187809,1;1;1;1,6.00572e-09;8.64639e-09;9.4911e-09;1.02213e-08;1.23551e-08,0.182894;0.067347;0.0161926;0.00475753;0.0227925,1;1;1;1;1
1.67126e-10;1.79345e-10,0.0118716;0.0121604,1;1,4.21785e-09;4.2873e-09;1.30338e-08;1.32966e-08;3.56506e-08;5.0212e-07,0.850176;0.0407608;0.0289573;0.0519927;0.00414694;4.7493e-05,2;2;2;2;2;3
2.11777e-10,0.0514439,0,4.3577e-09;2.92639e-09;3.20191e-09,0.0995433;1.63674;0.774088,0;1;1
1.5935e-10,0.23897,1,2.47885e-09;3.03363e-09;3.49487e-08;3.73954e-08;4.01262e-08;4.29502e-08;4.29671e-08;4.79381e-08;5.47886e-08;5.79262e-08;5.99315e-08;7.90914e-08;8.02048e-08;8.12967e-08;9.37828e-08,0.388832;1.18165;0.0175899;0.0114042;0.00473615;0.00678956;1.9881e-05;0.00453564;0.000673444;0.000272983;0.00470555;0.000828278;1.08278e-05;4.89802e-05;1.51742e-05,0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
,,,6.44065e-09;8.09779e-09,0.061345;0.0677684,3;3
1.5319e-10;1.58352e-10,0.0848706;0.038014,0;1,2.64377e-09;2.90213e-09;3.06769e-09;5.17481e-09;7.2081e-09;1.33445e-08;1.33535e-08;1.46143e-08;2.34061e-08;2.48869e-08;2.77872e-08;2.90575e-08,0.826348;0.479372;0.233034;0.0220381;0.0403243;0.00705908;0.00270844;0.00406426;0.0135342;0.00302624;0.0166362;0.000267517,1;1;1;1;1;1;1;1;1;1;1;1
,,,1.62414e-09;2.81858e-09,1.25733;2.0357,0;0
1.64943e-10;2.1081e-10,0.0071662;0.0134957,0;0,2.4216e-09;2.5118e-09,1.36332;0.225832,0;0
,,,2.73423e-08;3.04011e-08,0.0119158;0.00128695,1;1
1.50234e-10,0.0251606,0,3.17043e-09;3.84012e-09;3.90831e-09,0.676329;0.253699;0.558326,3;3;3
,,,3.69618e-09;2.06971e-09,0.272931;1.1335,1;1
1.53247e-10;1.69421e-10;1.73403e-10;1.5512e-10,0.188708;0.388514;0.0390996;0.244472,0;0;0;0,,,
1.94616e-10,0.15995,1,,,
1.77798e-10;1.53445e-10;1.75843e-10;2.00847e-10;2.10626e-10,0.254341;2.5992;0.179938;0.0909204;0.00331135,1;1;1;1;1,,,
,,,2.68912e-09,0.179026,2
1.9247e-10;6.75166e-10,0.281654;0.0149313,2;3,,,
1.5252e-10,0.00069909,1,3.33479e-09;3.96337e-09;1.04978e-08;1.24697e-08;1.45316e-08,0.750137;0.817778;0.629882;0.178692;0.209817,1;1;2;2;2
1.6969e-10,0.0923687,1,3.52926e-09,1.72069,1
1.85595e-10,0.000421029,1,,,
,,,5.12647e-09;5.33495e-09;5.61126e-09;8.7737e-09;9.38146e-09,0.347052;0.231687;0.00423553;0.0322604;0.000646788,1;1;1;1;1
1.49421e-10,0.0517697,0,,,
1.8986e-10;2.00942e-10;2.18464e-10;3.84651e-10;3.98277e-10,0.00731343;0.167305;0.0343004;0.0167183;0.000398601,1;1;1;1;1,,,
4.86979e-10;1.57784e-10;1.87735e-10;1.85876e-10,0.00371228;0.0445553;0.0608728;0.954657,0;0;2;3,,,
,,,4.07193e-09;4.10677e-09,0.668889;0.206385,3;3
,,,2.77641e-09;2.95856e-09;3.48761e-09;6.48936e-09,1.50108;0.123522;0.0203006;0.0453767,0;0;0;0
,,,4.43902e-09;9.14606e-09;1.02959e-08;1.28572e-08;1.35841e-08;1.63428e-08;1.63648e-08;3.9004e-08;4.47102e-08;7.53434e-08;2.1036e-07,0.31804;0.217358;0.0575479;0.00228189;0.00472012;0.00960548;0.0025707;0.00071048;0.000257838;2.88543e-05;1.31726e-05,0;0;0;0;0;0;0;0;0;0;0
1.53452e-10;2.80998e-10;3.23368e-10;3.56917e-10;4.61635e-10,0.502135;0.281542;0.167756;0.0187794;0.053723,0;0;0;0;0,3.11085e-09,1.1086,1
,,,5.60426e-09,0.218169,0
4.37036e-10;5.09756e-10;1.93835e-10;1.90239e-10,0.0280713;0.0250742;0.109638;0.0950663,1;1;2;3,,,
1.88329e-10,0.734854,2,,,
,,,6.16518e-09;7.05011e-09;7.16906e-09;9.129e-09;1.41747e-08;1.82347e-08;1.88432e-08;2.60155e-08;6.35113e-09;1.10437e-08;2.57847e-09,1.77489;0.252573;0.204384;0.0414503;0.0104889;0.0448966;0.00114054;0.000301568;0.385441;0.00285016;0.611631,2;2;2;2;2;2;2;2;2;2;3
1.53378e-10;1.60803e-10;2.14749e-10,0.0159104;0.148768;0.108656,0;1;3,,,
1.82946e-10,0.182677,3,,,
,,,3.61706e-09;4.00964e-09,0.220164;0.142653,1;1
1.8598e-10,0.0414499,2,,,
,,,4.30969e-09;4.46135e-09;3.15389e-09,0.75416;0.154031;0.051926,0;0;3
1.73402e-10,0.653726,0,,,
1.46005e-10,0.160989,1,,,
1.75914e-10;2.28082e-10,0.0609793;0.144716,0;0,5.92396e-09;4.4127e-09;6.50648e-09,0.373137;0.621357;0.0457635,1;2;2
,,,3.66632e-09,0.0883494,2
1.46649e-10;1.85603e-10,0.00453165;0.11263,0;3,6.83768e-09,0.148164,3
,,,5.27814e-09;7.27482e-09;2.27458e-08;2.67695e-08;3.68331e-08,0.401098;0.00242522;0.00500543;0.00128177;0.00127865,0;0;0;0;0
,,,3.59686e-09,0.496093,0
1.5397e-10,0.00379373,0,2.21885e-09,2.65011,1
,,,4.59148e-09;7.01507e-09;1.53092e-08;1.65197e-08;3.91806e-08,0.064694;0.326299;0.0112373;0.000522166;0.000851593,1;1;1;1;1
